slug,title,generated_code,status,error
longest-path-with-different-adjacent-characters,Longest Path With Different Adjacent Characters,"```python
from typing import List

class Solution:
    def longestPath(self, parent: List[int], s: str) -> int:
        n = len(parent)
        children = [[] for _ in range(n)]
        for i in range(1, n):
            children[parent[i]].append(i)
        
        res = 1
        
        def dfs(node):
            nonlocal res
            max1 = max2 = 0
            for child in children[node]:
                path_len = dfs(child)
                if s[child] != s[node]:
                    if path_len > max1:
                        max2 = max1
                        max1 = path_len
                    elif path_len > max2:
                        max2 = path_len
            res = max(res, max1 + max2 + 1)
            return max1 + 1
        
        dfs(0)
        return res
```",Y,
substring-with-largest-variance,Substring With Largest Variance,"```python
class Solution:
    def largestVariance(self, s: str) -> int:
        unique_chars = list(set(s))
        max_variance = 0
        
        for i in range(len(unique_chars)):
            for j in range(len(unique_chars)):
                if i == j:
                    continue
                char1, char2 = unique_chars[i], unique_chars[j]
                count1 = count2 = 0
                reset_flag = False
                
                for char in s:
                    if char == char1:
                        count1 += 1
                    elif char == char2:
                        count2 += 1
                    
                    if count2 > count1:
                        count1 = count2 = 0
                        reset_flag = True
                    elif count1 > 0 and count2 > 0:
                        max_variance = max(max_variance, count1 - count2)
                
                if reset_flag:
                    count1 = count2 = 0
                    for char in reversed(s):
                        if char == char1:
                            count1 += 1
                        elif char == char2:
                            count2 += 1
                        
                        if count2 > count1:
                            break
                        elif count1 > 0 and count2 > 0:
                            max_variance = max(max_variance, count1 - count2)
        
        return max_variance
```",Y,
count-integers-in-intervals,Count Integers in Intervals,"```python
import bisect

class CountIntervals:

    def __init__(self):
        self.intervals = []
        self.total = 0

    def add(self, left: int, right: int) -> None:
        intervals = self.intervals
        i = bisect.bisect_left(intervals, (left, right))
        if i > 0 and intervals[i-1][1] >= left - 1:
            left_prev, right_prev = intervals[i-1]
            new_left = min(left_prev, left)
            new_right = max(right_prev, right)
            self.total -= right_prev - left_prev + 1
            intervals.pop(i-1)
            left, right = new_left, new_right
            i -= 1
        while i < len(intervals) and intervals[i][0] <= right + 1:
            next_left, next_right = intervals[i]
            new_right = max(right, next_right)
            self.total -= next_right - next_left + 1
            intervals.pop(i)
            right = new_right
        bisect.insort(intervals, (left, right))
        self.total += right - left + 1

    def count(self) -> int:
        return self.total
```",E,生成的代码不包含预期函数名 '__init__'或类名不正确
maximum-score-of-a-node-sequence,Maximum Score of a Node Sequence,"```python
from collections import defaultdict

class Solution:
    def maximumScore(self, scores: List[int], edges: List[List[int]]) -> int:
        graph = defaultdict(list)
        for a, b in edges:
            graph[a].append((scores[b], b))
            graph[b].append((scores[a], a))
        
        for node in graph:
            graph[node].sort(reverse=True)
            graph[node] = graph[node][:3]
        
        max_score = -1
        
        for a, b in edges:
            for (score_c, c) in graph[a]:
                if c == b:
                    continue
                for (score_d, d) in graph[b]:
                    if d == a or d == c:
                        continue
                    current_sum = scores[a] + scores[b] + scores[c] + scores[d]
                    if current_sum > max_score:
                        max_score = current_sum
        
        return max_score
```",Y,
check-if-there-is-a-valid-parentheses-string-path, Check if There Is a Valid Parentheses String Path,"```python
class Solution:
    def hasValidPath(self, grid: List[List[str]]) -> bool:
        m, n = len(grid), len(grid[0])
        max_len = m + n - 1
        if max_len % 2 != 0:
            return False
        
        from functools import lru_cache
        
        @lru_cache(maxsize=None)
        def dfs(i, j, balance):
            if balance < 0 or balance > (m + n - 1 - i - j):
                return False
            if i == m - 1 and j == n - 1:
                return balance == 1 and grid[i][j] == ')'
            res = False
            if i + 1 < m:
                if grid[i][j] == '(':
                    res = res or dfs(i + 1, j, balance + 1)
                else:
                    res = res or dfs(i + 1, j, balance - 1)
            if j + 1 < n:
                if grid[i][j] == '(':
                    res = res or dfs(i + 1, j, balance + 1) if i + 1 < m else False
                    res = res or dfs(i, j + 1, balance + 1)
                else:
                    res = res or dfs(i + 1, j, balance - 1) if i + 1 < m else False
                    res = res or dfs(i, j + 1, balance - 1)
            return res
        
        return dfs(0, 0, 0)
```",Y,
escape-the-spreading-fire,Escape the Spreading Fire,"```python
from typing import List
from collections import deque

class Solution:
    def maximumMinutes(self, grid: List[List[int]]) -> int:
        m, n = len(grid), len(grid[0])
        directions = [(-1, 0), (1, 0), (0, -1), (0, 1)]
        
        def is_possible(wait_time):
            fire_queue = deque()
            fire_time = [[-1 for _ in range(n)] for _ in range(m)]
            
            for i in range(m):
                for j in range(n):
                    if grid[i][j] == 1:
                        fire_queue.append((i, j))
                        fire_time[i][j] = 0
            
            while fire_queue:
                x, y = fire_queue.popleft()
                for dx, dy in directions:
                    nx, ny = x + dx, y + dy
                    if 0 <= nx < m and 0 <= ny < n:
                        if grid[nx][ny] == 2:
                            continue
                        if fire_time[nx][ny] == -1:
                            fire_time[nx][ny] = fire_time[x][y] + 1
                            fire_queue.append((nx, ny))
            
            queue = deque()
            queue.append((0, 0))
            arrival_time = [[-1 for _ in range(n)] for _ in range(m)]
            arrival_time[0][0] = wait_time
            
            while queue:
                x, y = queue.popleft()
                for dx, dy in directions:
                    nx, ny = x + dx, y + dy
                    if 0 <= nx < m and 0 <= ny < n:
                        if grid[nx][ny] == 2:
                            continue
                        if arrival_time[nx][ny] == -1:
                            new_time = arrival_time[x][y] + 1
                            if nx == m - 1 and ny == n - 1:
                                if fire_time[nx][ny] == -1 or new_time <= fire_time[nx][ny]:
                                    return True
                            if fire_time[nx][ny] == -1 or new_time < fire_time[nx][ny]:
                                arrival_time[nx][ny] = new_time
                                queue.append((nx, ny))
            return False
        
        left, right = 0, 10**9
        answer = -1
        
        while left <= right:
            mid = (left + right) // 2
            if is_possible(mid):
                answer = mid
                left = mid + 1
            else:
                right = mid - 1
        
        return answer if answer != 10**9 else 10**9
```",Y,
total-appeal-of-a-string,Total Appeal of A String,"```python
class Solution:
    def appealSum(self, s: str) -> int:
        last_pos = {}
        total = 0
        res = 0
        for i, char in enumerate(s):
            total += i - last_pos.get(char, -1)
            res += total
            last_pos[char] = i
        return res
```",Y,
number-of-flowers-in-full-bloom,Number of Flowers in Full Bloom,"```python
import bisect
from typing import List

class Solution:
    def fullBloomFlowers(self, flowers: List[List[int]], people: List[int]) -> List[int]:
        starts = []
        ends = []
        for start, end in flowers:
            starts.append(start)
            ends.append(end + 1)
        
        starts.sort()
        ends.sort()
        
        res = []
        for person in people:
            i = bisect.bisect_right(starts, person)
            j = bisect.bisect_right(ends, person)
            res.append(i - j)
        return res
```",Y,
maximum-total-beauty-of-the-gardens,Maximum Total Beauty of the Gardens,"```python
class Solution:
    def maximumBeauty(self, flowers: List[int], newFlowers: int, target: int, full: int, partial: int) -> int:
        flowers.sort()
        n = len(flowers)
        prefix = [0] * (n + 1)
        for i in range(n):
            prefix[i+1] = prefix[i] + flowers[i]
        
        res = 0
        j = n - 1
        while j >= 0 and flowers[j] >= target:
            j -= 1
        
        if j < 0:
            return n * full
        
        for k in range(n, -1, -1):
            if k > 0:
                required = target * k - (prefix[n] - prefix[n - k])
                if required > newFlowers:
                    continue
                remaining = newFlowers - required
                if remaining <= 0:
                    current = k * full
                    if current > res:
                        res = current
                    continue
                low = 0
                high = target - 1
                best_min = 0
                while low <= high:
                    mid = (low + high) // 2
                    left = 0
                    right = n - k - 1
                    pos = -1
                    while left <= right:
                        m = (left + right) // 2
                        if flowers[m] < mid:
                            pos = m
                            left = m + 1
                        else:
                            right = m - 1
                    if pos == -1:
                        high = mid - 1
                    else:
                        total = mid * (pos + 1) - prefix[pos + 1]
                        if total <= remaining:
                            best_min = mid
                            low = mid + 1
                        else:
                            high = mid - 1
                current = k * full + best_min * partial
                if current > res:
                    res = current
            else:
                low = 0
                high = target - 1
                best_min = 0
                while low <= high:
                    mid = (low + high) // 2
                    left = 0
                    right = n - 1
                    pos = -1
                    while left <= right:
                        m = (left + right) // 2
                        if flowers[m] < mid:
                            pos = m
                            left = m + 1
                        else:
                            right = m - 1
                    if pos == -1:
                        high = mid - 1
                    else:
                        total = mid * (pos + 1) - prefix[pos + 1]
                        if total <= newFlowers:
                            best_min = mid
                            low = mid + 1
                        else:
                            high = mid - 1
                current = best_min * partial
                if current > res:
                    res = current
        return res
```",Y,
sum-of-scores-of-built-strings,Sum of Scores of Built Strings,"```python
class Solution:
    def sumScores(self, s: str) -> int:
        n = len(s)
        z = [0] * n
        l, r = 0, 0
        for i in range(1, n):
            if i <= r:
                z[i] = min(r - i + 1, z[i - l])
            while i + z[i] < n and s[z[i]] == s[i + z[i]]:
                z[i] += 1
            if i + z[i] - 1 > r:
                l, r = i, i + z[i] - 1
        return sum(z) + n
```",Y,
minimum-weighted-subgraph-with-the-required-paths,Minimum Weighted Subgraph With the Required Paths,"```python
import heapq
from typing import List

class Solution:
    def minimumWeight(self, n: int, edges: List[List[int]], src1: int, src2: int, dest: int) -> int:
        def dijkstra(graph, start):
            dist = [float('inf')] * n
            dist[start] = 0
            heap = [(0, start)]
            visited = set()
            while heap:
                current_dist, u = heapq.heappop(heap)
                if u in visited:
                    continue
                visited.add(u)
                for v, w in graph[u]:
                    if dist[v] > current_dist + w:
                        dist[v] = current_dist + w
                        heapq.heappush(heap, (dist[v], v))
            return dist
        
        graph = [[] for _ in range(n)]
        reversed_graph = [[] for _ in range(n)]
        for u, v, w in edges:
            graph[u].append((v, w))
            reversed_graph[v].append((u, w))
        
        dist_src1 = dijkstra(graph, src1)
        dist_src2 = dijkstra(graph, src2)
        dist_dest = dijkstra(reversed_graph, dest)
        
        min_weight = float('inf')
        for i in range(n):
            if dist_src1[i] != float('inf') and dist_src2[i] != float('inf') and dist_dest[i] != float('inf'):
                total = dist_src1[i] + dist_src2[i] + dist_dest[i]
                if total < min_weight:
                    min_weight = total
        
        return min_weight if min_weight != float('inf') else -1
```",Y,
longest-substring-of-one-repeating-character,Longest Substring of One Repeating Character,"```python
from typing import List

class Solution:
    def longestRepeating(self, s: str, queryCharacters: str, queryIndices: List[int]) -> List[int]:
        s = list(s)
        n = len(s)
        k = len(queryCharacters)
        res = []
        
        class Node:
            __slots__ = ['left', 'right', 'l', 'r', 'max_len', 'left_char', 'right_char', 'left_len', 'right_len']
            def __init__(self, l, r):
                self.l = l
                self.r = r
                self.left = None
                self.right = None
                self.max_len = 0
                self.left_char = ''
                self.right_char = ''
                self.left_len = 0
                self.right_len = 0
        
        def build(l, r):
            node = Node(l, r)
            if l == r:
                node.max_len = 1
                node.left_char = s[l]
                node.right_char = s[l]
                node.left_len = 1
                node.right_len = 1
            else:
                mid = (l + r) // 2
                node.left = build(l, mid)
                node.right = build(mid+1, r)
                node = merge(node, node.left, node.right)
            return node
        
        def merge(parent, left, right):
            parent.max_len = max(left.max_len, right.max_len)
            parent.left_char = left.left_char
            parent.right_char = right.right_char
            
            if left.right_char == right.left_char:
                parent.max_len = max(parent.max_len, left.right_len + right.left_len)
            
            parent.left_len = left.left_len
            if left.left_len == (left.r - left.l + 1) and left.right_char == right.left_char:
                parent.left_len += right.left_len
            
            parent.right_len = right.right_len
            if right.right_len == (right.r - right.l + 1) and left.right_char == right.left_char:
                parent.right_len += left.right_len
            
            return parent
        
        def update(node, idx, char):
            if node.l == node.r:
                node.left_char = char
                node.right_char = char
                return
            if idx <= node.left.r:
                update(node.left, idx, char)
            else:
                update(node.right, idx, char)
            merge(node, node.left, node.right)
        
        root = build(0, n-1)
        
        for i in range(k):
            idx = queryIndices[i]
            char = queryCharacters[i]
            if s[idx] != char:
                s[idx] = char
                update(root, idx, char)
            res.append(root.max_len)
        
        return res
```",Y,
minimum-white-tiles-after-covering-with-carpets,Minimum White Tiles After Covering With Carpets,"```python
class Solution:
    def minimumWhiteTiles(self, floor: str, numCarpets: int, carpetLen: int) -> int:
        n = len(floor)
        prefix = [0] * (n + 1)
        for i in range(n):
            prefix[i+1] = prefix[i] + (1 if floor[i] == '1' else 0)
        
        dp = [[0] * (numCarpets + 1) for _ in range(n + 1)]
        
        for i in range(1, n + 1):
            for k in range(numCarpets + 1):
                if k == 0:
                    dp[i][k] = prefix[i]
                else:
                    if i <= carpetLen:
                        dp[i][k] = 0
                    else:
                        dp[i][k] = min(dp[i-1][k] + (1 if floor[i-1] == '1' else 0), dp[i-carpetLen][k-1])
        
        return dp[n][numCarpets]
```",Y,
replace-non-coprime-numbers-in-array,Replace Non-Coprime Numbers in Array,"```python
import math
from typing import List

class Solution:
    def replaceNonCoprimes(self, nums: List[int]) -> List[int]:
        stack = []
        for num in nums:
            current = num
            while stack:
                gcd_val = math.gcd(stack[-1], current)
                if gcd_val == 1:
                    break
                last = stack.pop()
                current = (last * current) // gcd_val
            stack.append(current)
        return stack
```",Y,
count-array-pairs-divisible-by-k,Count Array Pairs Divisible by K,"```python
import math
from collections import defaultdict
from typing import List

class Solution:
    def countPairs(self, nums: List[int], k: int) -> int:
        freq = defaultdict(int)
        res = 0
        
        def compute_gcd_of_factors(num, k):
            gcd_val = math.gcd(num, k)
            return gcd_val
        
        for num in nums:
            gcd_val = compute_gcd_of_factors(num, k)
            target = k // gcd_val
            for d in freq:
                if d % target == 0:
                    res += freq[d]
            freq[gcd_val] += 1
        
        return res
```",Y,
minimum-time-to-finish-the-race,Minimum Time to Finish the Race,"```python
class Solution:
    def minimumFinishTime(self, tires: List[List[int]], changeTime: int, numLaps: int) -> int:
        max_consecutive_laps = 0
        min_time_no_change = [float('inf')] * (numLaps + 1)
        
        for f, r in tires:
            total = 0
            time = f
            for lap in range(1, numLaps + 1):
                total += time
                if total >= (1 << 20):  # Prevent overflow and early termination
                    break
                if total < min_time_no_change[lap]:
                    min_time_no_change[lap] = total
                time *= r
        
        dp = [float('inf')] * (numLaps + 1)
        dp[0] = 0
        
        for lap in range(1, numLaps + 1):
            for prev_laps in range(max(0, lap - 20), lap):
                current_time = dp[prev_laps] + changeTime + min_time_no_change[lap - prev_laps]
                if current_time < dp[lap]:
                    dp[lap] = current_time
        
        return dp[numLaps] - changeTime  # Subtract the initial changeTime which is not needed
```",Y,
maximum-and-sum-of-array,Maximum AND Sum of Array,"```python
class Solution:
    def maximumANDSum(self, nums: List[int], numSlots: int) -> int:
        n = len(nums)
        dp = [0] * (1 << (2 * numSlots))
        
        for mask in range(1 << (2 * numSlots)):
            cnt = bin(mask).count('1')
            if cnt >= n:
                continue
            for i in range(2 * numSlots):
                slot = (i // 2) + 1
                if not (mask & (1 << i)):
                    new_mask = mask | (1 << i)
                    dp[new_mask] = max(dp[new_mask], dp[mask] + (nums[cnt] & slot))
        
        return max(dp)
```",Y,
minimum-time-to-remove-all-cars-containing-illegal-goods,Minimum Time to Remove All Cars Containing Illegal Goods,"```python
class Solution:
    def minimumTime(self, s: str) -> int:
        n = len(s)
        left = [0] * n
        left[0] = 1 if s[0] == '1' else 0
        for i in range(1, n):
            if s[i] == '1':
                left[i] = min(left[i-1] + 2, i + 1)
            else:
                left[i] = left[i-1]
        
        right = [0] * n
        right[-1] = 1 if s[-1] == '1' else 0
        for i in range(n-2, -1, -1):
            if s[i] == '1':
                right[i] = min(right[i+1] + 2, n - i)
            else:
                right[i] = right[i+1]
        
        res = min(left[-1], right[0])
        for i in range(n-1):
            res = min(res, left[i] + right[i+1])
        
        return res
```",Y,
count-good-triplets-in-an-array,Count Good Triplets in an Array,"```python
import bisect

class Solution:
    def goodTriplets(self, nums1: List[int], nums2: List[int]) -> int:
        n = len(nums1)
        pos2 = [0] * n
        for idx, num in enumerate(nums2):
            pos2[num] = idx
        
        pos_in_nums2 = [0] * n
        for i in range(n):
            pos_in_nums2[i] = pos2[nums1[i]]
        
        res = 0
        sorted_list = []
        for i in range(n):
            y = pos_in_nums2[i]
            left = bisect.bisect_left(sorted_list, y)
            right = len(sorted_list) - left
            res += left * (n - 1 - i - right)
            bisect.insort(sorted_list, y)
        return res
```",Y,
groups-of-strings,Groups of Strings,"```python
class Solution:
    def groupStrings(self, words: List[str]) -> List[int]:
        from collections import defaultdict, deque
        
        masks = []
        for word in words:
            mask = 0
            for c in word:
                mask |= 1 << (ord(c) - ord('a'))
            masks.append(mask)
        
        mask_to_indices = defaultdict(list)
        for idx, mask in enumerate(masks):
            mask_to_indices[mask].append(idx)
        
        visited = [False] * len(words)
        max_group_size = 0
        num_groups = 0
        
        for i in range(len(words)):
            if not visited[i]:
                queue = deque()
                queue.append(i)
                visited[i] = True
                current_group_size = 0
                
                while queue:
                    current_idx = queue.popleft()
                    current_group_size += 1
                    current_mask = masks[current_idx]
                    
                    for bit in range(26):
                        if not (current_mask & (1 << bit)):
                            new_mask = current_mask | (1 << bit)
                            if new_mask in mask_to_indices:
                                for neighbor_idx in mask_to_indices[new_mask]:
                                    if not visited[neighbor_idx]:
                                        visited[neighbor_idx] = True
                                        queue.append(neighbor_idx)
                    
                    for bit in range(26):
                        if current_mask & (1 << bit):
                            new_mask = current_mask ^ (1 << bit)
                            if new_mask in mask_to_indices:
                                for neighbor_idx in mask_to_indices[new_mask]:
                                    if not visited[neighbor_idx]:
                                        visited[neighbor_idx] = True
                                        queue.append(neighbor_idx)
                    
                    for bit_to_remove in range(26):
                        if current_mask & (1 << bit_to_remove):
                            temp_mask = current_mask ^ (1 << bit_to_remove)
                            for bit_to_add in range(26):
                                if not (temp_mask & (1 << bit_to_add)):
                                    new_mask = temp_mask | (1 << bit_to_add)
                                    if new_mask in mask_to_indices:
                                        for neighbor_idx in mask_to_indices[new_mask]:
                                            if not visited[neighbor_idx]:
                                                visited[neighbor_idx] = True
                                                queue.append(neighbor_idx)
                
                max_group_size = max(max_group_size, current_group_size)
                num_groups += 1
        
        return [num_groups, max_group_size]
```",Y,
find-substring-with-given-hash-value,Find Substring With Given Hash Value,"```python
class Solution:
    def subStrHash(self, s: str, power: int, modulo: int, k: int, hashValue: int) -> str:
        n = len(s)
        current_hash = 0
        power_k = 1
        
        for i in range(n - 1, n - k - 1, -1):
            current_hash = (current_hash * power + (ord(s[i]) - ord('a') + 1)) % modulo
            if i != n - k:
                power_k = (power_k * power) % modulo
        
        result = -1
        if current_hash == hashValue:
            result = n - k
        
        for i in range(n - k - 1, -1, -1):
            outgoing_char = (ord(s[i + k]) - ord('a') + 1) * power_k % modulo
            current_hash = (current_hash - outgoing_char) % modulo
            current_hash = (current_hash * power + (ord(s[i]) - ord('a') + 1)) % modulo
            if current_hash == hashValue:
                result = i
        
        return s[result:result + k]
```",Y,
maximum-good-people-based-on-statements,Maximum Good People Based on Statements,"```python
from typing import List

class Solution:
    def maximumGood(self, statements: List[List[int]]) -> int:
        n = len(statements)
        max_good = 0
        
        for mask in range(1, 1 << n):
            is_valid = True
            good_count = bin(mask).count('1')
            
            for i in range(n):
                if not (mask & (1 << i)):
                    continue
                
                for j in range(n):
                    if statements[i][j] == 2:
                        continue
                    expected = (mask >> j) & 1
                    if statements[i][j] != expected:
                        is_valid = False
                        break
                if not is_valid:
                    break
            
            if is_valid and good_count > max_good:
                max_good = good_count
        
        return max_good
```",Y,
minimum-difference-in-sums-after-removal-of-elements,Minimum Difference in Sums After Removal of Elements,"```python
import heapq

class Solution:
    def minimumDifference(self, nums: List[int]) -> int:
        n = len(nums) // 3
        
        max_heap = []
        left_sum = 0
        left_sums = [0] * (3 * n)
        
        for i in range(2 * n):
            num = nums[i]
            heapq.heappush(max_heap, -num)
            left_sum += num
            if len(max_heap) > n:
                val = -heapq.heappop(max_heap)
                left_sum -= val
            if i >= n - 1:
                left_sums[i] = left_sum
        
        min_heap = []
        right_sum = 0
        right_sums = [0] * (3 * n)
        
        for i in range(3 * n - 1, n - 1, -1):
            num = nums[i]
            heapq.heappush(min_heap, num)
            right_sum += num
            if len(min_heap) > n:
                val = heapq.heappop(min_heap)
                right_sum -= val
            if i <= 2 * n:
                right_sums[i] = right_sum
        
        min_diff = float('inf')
        for i in range(n - 1, 2 * n):
            diff = left_sums[i] - right_sums[i + 1]
            if diff < min_diff:
                min_diff = diff
        
        return min_diff
```",Y,
maximum-running-time-of-n-computers,Maximum Running Time of N Computers,"```python
from typing import List

class Solution:
    def maxRunTime(self, n: int, batteries: List[int]) -> int:
        left, right = 1, sum(batteries) // n
        
        while left < right:
            mid = (left + right + 1) // 2
            total = 0
            for bat in batteries:
                total += min(bat, mid)
                if total >= mid * n:
                    break
            if total >= mid * n:
                left = mid
            else:
                right = mid - 1
        return left
```",Y,
earliest-possible-day-of-full-bloom,Earliest Possible Day of Full Bloom,"```python
from typing import List

class Solution:
    def earliestFullBloom(self, plantTime: List[int], growTime: List[int]) -> int:
        indices = sorted(range(len(growTime)), key=lambda i: -growTime[i])
        current_plant_time = 0
        max_bloom_time = 0
        for i in indices:
            current_plant_time += plantTime[i]
            bloom_time = current_plant_time + growTime[i]
            if bloom_time > max_bloom_time:
                max_bloom_time = bloom_time
        return max_bloom_time
```",Y,
number-of-ways-to-divide-a-long-corridor,Number of Ways to Divide a Long Corridor,"```python
class Solution:
    def numberOfWays(self, corridor: str) -> int:
        MOD = 10**9 + 7
        seats = []
        for i, c in enumerate(corridor):
            if c == 'S':
                seats.append(i)
        if len(seats) % 2 != 0 or len(seats) == 0:
            return 0
        if len(seats) == 2:
            return 1
        res = 1
        for i in range(1, len(seats) // 2):
            res *= (seats[2*i] - seats[2*i - 1])
            res %= MOD
        return res
```",Y,
maximum-employees-to-be-invited-to-a-meeting,Maximum Employees to Be Invited to a Meeting,"```python
class Solution:
    def maximumInvitations(self, favorite: List[int]) -> int:
        n = len(favorite)
        visited = [False] * n
        max_cycle = 0
        pair_chains = {}

        for i in range(n):
            if not visited[i]:
                path = []
                current = i
                while True:
                    if visited[current]:
                        if current in path:
                            idx = path.index(current)
                            cycle_len = len(path) - idx
                            max_cycle = max(max_cycle, cycle_len)
                        break
                    visited[current] = True
                    path.append(current)
                    current = favorite[current]

        mutual_pairs = []
        for i in range(n):
            if favorite[favorite[i]] == i and i < favorite[i]:
                mutual_pairs.append((i, favorite[i]))

        from collections import defaultdict
        graph = defaultdict(list)
        for u in range(n):
            v = favorite[u]
            if favorite[v] != u:
                graph[v].append(u)

        def dfs(node, forbidden):
            max_depth = 0
            for neighbor in graph[node]:
                if neighbor != forbidden:
                    max_depth = max(max_depth, dfs(neighbor, forbidden))
            return max_depth + 1

        total_pairs = 0
        for a, b in mutual_pairs:
            len_a = dfs(a, b)
            len_b = dfs(b, a)
            total_pairs += len_a + len_b

        return max(max_cycle, total_pairs)
```",Y,
recover-the-original-array,Recover the Original Array,"```python
from collections import defaultdict

class Solution:
    def recoverArray(self, nums: List[int]) -> List[int]:
        nums.sort()
        n = len(nums)
        possible_ks = set()
        
        for j in range(1, n):
            diff = nums[j] - nums[0]
            if diff > 0 and diff % 2 == 0:
                possible_ks.add(diff // 2)
        
        for k in sorted(possible_ks):
            freq = defaultdict(int)
            for num in nums:
                freq[num] += 1
            res = []
            valid = True
            for num in nums:
                if freq[num] == 0:
                    continue
                if freq[num + 2 * k] == 0:
                    valid = False
                    break
                freq[num] -= 1
                freq[num + 2 * k] -= 1
                res.append(num + k)
            if valid and len(res) == n // 2:
                return res
        return []
```",Y,
minimum-operations-to-make-the-array-k-increasing,Minimum Operations to Make the Array K-Increasing,"```python
import bisect
from typing import List

class Solution:
    def kIncreasing(self, arr: List[int], k: int) -> int:
        total_operations = 0
        for i in range(k):
            subseq = []
            for j in range(i, len(arr), k):
                subseq.append(arr[j])
            lis = []
            for num in subseq:
                idx = bisect.bisect_right(lis, num)
                if idx == len(lis):
                    lis.append(num)
                else:
                    lis[idx] = num
            total_operations += len(subseq) - len(lis)
        return total_operations
```",Y,
maximum-fruits-harvested-after-at-most-k-steps,Maximum Fruits Harvested After at Most K Steps,"```python
class Solution:
    def maxTotalFruits(self, fruits: List[List[int]], startPos: int, k: int) -> int:
        left = 0
        right = 0
        n = len(fruits)
        max_fruits = 0
        current_sum = 0
        
        positions = [pos for pos, _ in fruits]
        amounts = [amount for _, amount in fruits]
        prefix = [0] * (n + 1)
        for i in range(n):
            prefix[i+1] = prefix[i] + amounts[i]
        
        for i in range(n):
            pos = fruits[i][0]
            if pos <= startPos:
                steps = startPos - pos
                remaining = k - steps
                if remaining >= 0:
                    max_right = startPos + remaining
                    l, r = i, n - 1
                    best = i
                    while l <= r:
                        mid = (l + r) // 2
                        if fruits[mid][0] <= max_right:
                            best = mid
                            l = mid + 1
                        else:
                            r = mid - 1
                    current = prefix[best + 1] - prefix[i]
                    if current > max_fruits:
                        max_fruits = current
            if pos >= startPos:
                steps = pos - startPos
                remaining = k - steps
                if remaining >= 0:
                    min_left = startPos - remaining
                    l, r = 0, i
                    best = i
                    while l <= r:
                        mid = (l + r) // 2
                        if fruits[mid][0] >= min_left:
                            best = mid
                            r = mid - 1
                        else:
                            l = mid + 1
                    current = prefix[i + 1] - prefix[best]
                    if current > max_fruits:
                        max_fruits = current
        
        return max_fruits
```",Y,
abbreviating-the-product-of-a-range,Abbreviating the Product of a Range,"```python
import math

class Solution:
    def abbreviateProduct(self, left: int, right: int) -> str:
        product = 1
        count2 = 0
        count5 = 0
        
        for num in range(left, right + 1):
            product *= num
            while num % 2 == 0:
                num //= 2
                count2 += 1
            while num % 5 == 0:
                num //= 5
                count5 += 1
        
        C = min(count2, count5)
        
        for _ in range(C):
            product //= 10
        
        s = str(product)
        d = len(s)
        
        if d <= 10:
            return f""{product}e{C}""
        else:
            pre = s[:5]
            suf = s[-5:]
            return f""{pre}...{suf}e{C}""
```",Y,
find-all-people-with-secret,Find All People With Secret,"```python
from collections import defaultdict, deque

class Solution:
    def findAllPeople(self, n: int, meetings: List[List[int]], firstPerson: int) -> List[int]:
        known = set([0, firstPerson])
        
        time_map = defaultdict(list)
        for x, y, time in meetings:
            time_map[time].append((x, y))
        
        for time in sorted(time_map.keys()):
            graph = defaultdict(list)
            current_meetings = time_map[time]
            participants = set()
            
            for x, y in current_meetings:
                graph[x].append(y)
                graph[y].append(x)
                participants.add(x)
                participants.add(y)
            
            queue = deque()
            for person in participants:
                if person in known:
                    queue.append(person)
            
            while queue:
                current = queue.popleft()
                for neighbor in graph[current]:
                    if neighbor not in known:
                        known.add(neighbor)
                        queue.append(neighbor)
        
        return list(known)
```",Y,
sequentially-ordinal-rank-tracker,Sequentially Ordinal Rank Tracker,"```python
import heapq

class SORTracker:

    def __init__(self):
        self.min_heap = []
        self.max_heap = []
        self.get_count = 0

    def add(self, name: str, score: int) -> None:
        if self.min_heap and (-self.min_heap[0][0] > score or (-self.min_heap[0][0] == score and self.min_heap[0][1] < name)):
            val = heapq.heappop(self.min_heap)
            heapq.heappush(self.max_heap, (-val[0], val[1]))
            heapq.heappush(self.min_heap, (-score, name))
        else:
            heapq.heappush(self.max_heap, (score, name))
        
        if len(self.max_heap) > self.get_count:
            val = heapq.heappop(self.max_heap)
            heapq.heappush(self.min_heap, (-val[0], val[1]))

    def get(self) -> str:
        self.get_count += 1
        result = self.min_heap[0][1]
        if self.max_heap and len(self.min_heap) < self.get_count:
            val = heapq.heappop(self.max_heap)
            heapq.heappush(self.min_heap, (-val[0], val[1]))
        return result
```",E,生成的代码不包含预期函数名 '__init__'或类名不正确
sum-of-k-mirror-numbers,Sum of k-Mirror Numbers,"```python
class Solution:
    def kMirror(self, k: int, n: int) -> int:
        def is_palindrome(s):
            return s == s[::-1]
        
        def get_palindromes():
            length = 1
            while True:
                for half in range(10 ** (length // 2 - 1), 10 ** (length // 2)):
                    half_str = str(half)
                    if length % 2 == 0:
                        palindrome = int(half_str + half_str[::-1])
                    else:
                        for d in '0123456789':
                            palindrome = int(half_str + d + half_str[::-1])
                            yield palindrome
                length += 1
        
        count = 0
        total = 0
        for num in get_palindromes():
            if is_palindrome(self.convert_base(num, k)):
                total += num
                count += 1
                if count == n:
                    break
        return total
    
    def convert_base(self, num, k):
        if num == 0:
            return '0'
        digits = []
        while num > 0:
            digits.append(str(num % k))
            num = num // k
        return ''.join(reversed(digits))
```",Y,
