id,title,slug,difficulty,paid_only
2400,Minimum Score After Removals on a Tree,minimum-score-after-removals-on-a-tree,Hard,False
2394,Count Subarrays With Score Less Than K,count-subarrays-with-score-less-than-k,Hard,False
2393,Match Substring After Replacement,match-substring-after-replacement,Hard,False
2390,Naming a Company,naming-a-company,Hard,False
2389,Design a Text Editor,design-a-text-editor,Hard,False
2380,Booking Concert Tickets in Groups,booking-concert-tickets-in-groups,Hard,False
2375,Minimum Obstacle Removal to Reach Corner,minimum-obstacle-removal-to-reach-corner,Hard,False
2368,Sum of Total Strength of Wizards,sum-of-total-strength-of-wizards,Hard,False
2364,Longest Path With Different Adjacent Characters,longest-path-with-different-adjacent-characters,Hard,False
2360,Substring With Largest Variance,substring-with-largest-variance,Hard,False
2357,Count Integers in Intervals,count-integers-in-intervals,Hard,False
2353,Maximum Score of a Node Sequence,maximum-score-of-a-node-sequence,Hard,False
2349, Check if There Is a Valid Parentheses String Path,check-if-there-is-a-valid-parentheses-string-path,Hard,False
2344,Escape the Spreading Fire,escape-the-spreading-fire,Hard,False
2340,Total Appeal of A String,total-appeal-of-a-string,Hard,False
2334,Number of Flowers in Full Bloom,number-of-flowers-in-full-bloom,Hard,False
2330,Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,Hard,False
2326,Sum of Scores of Built Strings,sum-of-scores-of-built-strings,Hard,False
2321,Minimum Weighted Subgraph With the Required Paths,minimum-weighted-subgraph-with-the-required-paths,Hard,False
2319,Longest Substring of One Repeating Character,longest-substring-of-one-repeating-character,Hard,False
2311,Minimum White Tiles After Covering With Carpets,minimum-white-tiles-after-covering-with-carpets,Hard,False
2307,Replace Non-Coprime Numbers in Array,replace-non-coprime-numbers-in-array,Hard,False
2301,Count Array Pairs Divisible by K,count-array-pairs-divisible-by-k,Hard,False
2295,Minimum Time to Finish the Race,minimum-time-to-finish-the-race,Hard,False
2291,Maximum AND Sum of Array,maximum-and-sum-of-array,Hard,False
2286,Minimum Time to Remove All Cars Containing Illegal Goods,minimum-time-to-remove-all-cars-containing-illegal-goods,Hard,False
2280,Count Good Triplets in an Array,count-good-triplets-in-an-array,Hard,False
2276,Groups of Strings,groups-of-strings,Hard,False
2275,Find Substring With Given Hash Value,find-substring-with-given-hash-value,Hard,False
2272,Maximum Good People Based on Statements,maximum-good-people-based-on-statements,Hard,False
2267,Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,Hard,False
2263,Maximum Running Time of N Computers,maximum-running-time-of-n-computers,Hard,False
2257,Earliest Possible Day of Full Bloom,earliest-possible-day-of-full-bloom,Hard,False
2251,Number of Ways to Divide a Long Corridor,number-of-ways-to-divide-a-long-corridor,Hard,False
2246,Maximum Employees to Be Invited to a Meeting,maximum-employees-to-be-invited-to-a-meeting,Hard,False
2241,Recover the Original Array,recover-the-original-array,Hard,False
2234,Minimum Operations to Make the Array K-Increasing,minimum-operations-to-make-the-array-k-increasing,Hard,False
2229,Maximum Fruits Harvested After at Most K Steps,maximum-fruits-harvested-after-at-most-k-steps,Hard,False
2222,Abbreviating the Product of a Range,abbreviating-the-product-of-a-range,Hard,False
2213,Find All People With Secret,find-all-people-with-secret,Hard,False
2207,Sequentially Ordinal Rank Tracker,sequentially-ordinal-rank-tracker,Hard,False
2202,Sum of k-Mirror Numbers,sum-of-k-mirror-numbers,Hard,False
2201,Valid Arrangement of Pairs,valid-arrangement-of-pairs,Hard,False
2200,Stamping the Grid,stamping-the-grid,Hard,False
2198,Process Restricted Friend Requests,process-restricted-friend-requests,Hard,False
2193,Count Fertile Pyramids in a Land,count-fertile-pyramids-in-a-land,Hard,False
2189,Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph,Hard,False
2184,Check if an Original String Exists Given Two Encoded Strings,check-if-an-original-string-exists-given-two-encoded-strings,Hard,False
2180,Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign,Hard,False
2176,Parallel Courses III,parallel-courses-iii,Hard,False
2171,Second Minimum Time to Reach Destination,second-minimum-time-to-reach-destination,Hard,False
2166,Number of Valid Move Combinations On Chessboard,number-of-valid-move-combinations-on-chessboard,Hard,False
2162,Partition Array Into Two Arrays to Minimize Sum Difference,partition-array-into-two-arrays-to-minimize-sum-difference,Hard,False
2157,Smallest K-Length Subsequence With Occurrences of a Letter,smallest-k-length-subsequence-with-occurrences-of-a-letter,Hard,False
2150,Kth Smallest Product of Two Sorted Arrays,kth-smallest-product-of-two-sorted-arrays,Hard,False
2147,The Score of Students Solving Math Expression,the-score-of-students-solving-math-expression,Hard,False
2140,Longest Subsequence Repeated k Times,longest-subsequence-repeated-k-times,Hard,False
2135,Maximum Number of Ways to Partition an Array,maximum-number-of-ways-to-partition-an-array,Hard,False
2131,Smallest Missing Genetic Value in Each Subtree,smallest-missing-genetic-value-in-each-subtree,Hard,False
2125,GCD Sort of an Array,gcd-sort-of-an-array,Hard,False
2119,Minimum Number of Operations to Make Array Continuous,minimum-number-of-operations-to-make-array-continuous,Hard,False
2115,Number of Unique Good Subsequences,number-of-unique-good-subsequences,Hard,False
2109,Find Array Given Subset Sums,find-array-given-subset-sums,Hard,False
2105,The Number of Good Subsets,the-number-of-good-subsets,Hard,False
2101,Last Day Where You Can Still Cross,last-day-where-you-can-still-cross,Hard,False
2096,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position,Hard,False
2091,Number of Ways to Separate Numbers,number-of-ways-to-separate-numbers,Hard,False
2086,Count Number of Special Subsequences,count-number-of-special-subsequences,Hard,False
2079,Delete Duplicate Folders in System,delete-duplicate-folders-in-system,Hard,False
2068,Maximum Genetic Difference Query,maximum-genetic-difference-query,Hard,False
2061,Painting a Grid With Three Different Colors,painting-a-grid-with-three-different-colors,Hard,False
2060,Merge BSTs to Create Single BST,merge-bsts-to-create-single-bst,Hard,False
2051,Longest Common Subpath,longest-common-subpath,Hard,False
2040,Minimum Cost to Reach Destination in Time,minimum-cost-to-reach-destination-in-time,Hard,False
2028,The Earliest and Latest Rounds Where Players Compete,the-earliest-and-latest-rounds-where-players-compete,Hard,False
2023,Design Movie Rental System,design-movie-rental-system,Hard,False
2018,Minimum Space Wasted From Packaging,minimum-space-wasted-from-packaging,Hard,False
2013,Minimum Skips to Arrive at Meeting On Time,minimum-skips-to-arrive-at-meeting-on-time,Hard,False
2008,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression,Hard,False
2002,Stone Game VIII,stone-game-viii,Hard,False
1996,Number of Ways to Rearrange Sticks With K Sticks Visible,number-of-ways-to-rearrange-sticks-with-k-sticks-visible,Hard,False
1989,Minimum XOR Sum of Two Arrays,minimum-xor-sum-of-two-arrays,Hard,False
1986,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph,Hard,False
1977,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query,Hard,False
1968,Maximum Building Height,maximum-building-height,Hard,False
1963,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,Hard,False
1957,Closest Room,closest-room,Hard,False
1953,Finding MK Average,finding-mk-average,Hard,False
1947,Number of Different Subsequences GCDs,number-of-different-subsequences-gcds,Hard,False
1941,Minimum Number of Operations to Make String Sorted,minimum-number-of-operations-to-make-string-sorted,Hard,False
1936,Maximize Number of Nice Divisors,maximize-number-of-nice-divisors,Hard,False
1924,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts,Hard,False
1918,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,Hard,False
1913,Make the XOR of All Segments Equal to Zero,make-the-xor-of-all-segments-equal-to-zero,Hard,False
1907,Count Pairs With XOR in a Range,count-pairs-with-xor-in-a-range,Hard,False
1906,Maximize Score After N Operations,maximize-score-after-n-operations,Hard,False
1902,Car Fleet II,car-fleet-ii,Hard,False
1897,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences,Hard,False
1896,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,Hard,False
1891,Count Pairs Of Nodes,count-pairs-of-nodes,Hard,False
1887,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph,Hard,False
1881,Closest Subsequence Sum,closest-subsequence-sum,Hard,False
1875,Tree of Coprimes,tree-of-coprimes,Hard,False
1871,Palindrome Partitioning IV,palindrome-partitioning-iv,Hard,False
1861,Building Boxes,building-boxes,Hard,False
1851,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,Hard,False
1836,Count Ways to Make Array With Product,count-ways-to-make-array-with-product,Hard,False
1832,Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,Hard,False
1826,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,Hard,False
1825,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,Hard,False
1820,Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,Hard,False
1815,Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,Hard,False
1805,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,Hard,False
1799,Minimum Incompatibility,minimum-incompatibility,Hard,False
1794,Minimize Deviation in Array,minimize-deviation-in-array,Hard,False
1789,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,Hard,False
1784,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,Hard,False
1778,Maximize Grid Happiness,maximize-grid-happiness,Hard,False
1772,Create Sorted Array through Instructions,create-sorted-array-through-instructions,Hard,False
1766,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,Hard,False
1758,Distribute Repeating Integers,distribute-repeating-integers,Hard,False
1744,Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,Hard,False
1740,Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,Hard,False
1733,Maximum Number of Visible Points,maximum-number-of-visible-points,Hard,False
1732,Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero,Hard,False
1728,Fancy Sequence,fancy-sequence,Hard,False
1727,Cat and Mouse II,cat-and-mouse-ii,Hard,False
1723,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,Hard,False
1717,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,Hard,False
1710,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,Hard,False
1707,Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,Hard,False
1701,Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,False
1696,Strange Printer II,strange-printer-ii,Hard,False
1692,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,Hard,False
1691,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,Hard,False
1685,Stone Game V,stone-game-v,Hard,False
1680,Count All Possible Routes,count-all-possible-routes,Hard,False
1676,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,Hard,False
1669,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,Hard,False
1668,Find Longest Awesome Substring,find-longest-awesome-substring,Hard,False
1659,Get the Maximum Score,get-the-maximum-score,Hard,False
1645,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,Hard,False
1644,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,Hard,False
1638,Best Position for a Service Centre,best-position-for-a-service-centre,Hard,False
1637,String Compression II,string-compression-ii,Hard,False
1633,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,Hard,False
1629,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Hard,False
1622,Max Value of Equation,max-value-of-equation,Hard,False
1617,Stone Game IV,stone-game-iv,Hard,False
1613,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Hard,False
1587,Parallel Courses II,parallel-courses-ii,Hard,False
1583,Paint House III,paint-house-iii,Hard,False
1577,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Hard,False
1571,Allocate Mailboxes,allocate-mailboxes,Hard,False
1569,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,Hard,False
1563,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,Hard,False
1559,Cherry Pickup II,cherry-pickup-ii,Hard,False
1555,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,Hard,False
1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Hard,False
1545,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,Hard,False
1535,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Hard,False
1531,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,Hard,False
1527,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,Hard,False
1522,Stone Game III,stone-game-iii,Hard,False
1517,Restore The Array,restore-the-array,Hard,False
